document_id,review_title,review_url,product_name,flavor_a,flavor_b,pair_key,sentence,matched_categories,matched_terms,matched_negated_categories,matched_negated_terms,is_same_sentence_pair,has_explicit_mix_expression,explicit_mix_text,is_template_sentence,template_pattern,has_positive_expression,has_negative_expression,has_taste_role_explanation,role_detection_rule,role_action_term,role_effect_term,is_product_name_derived,is_parent_child_pair,parent_child_reason
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,DOZAJ – Grape(グレープ)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,DOZAJ – Grape(グレープ)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,グレープはAl Fakherのグレープと非常に近く、完成度の高いグレープフレーバーです。,,,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,この辺りの特徴もAFと非常に似ていますが、中温でも甘さがしっかり出るという点でDozajのグレープは扱いやすい印象を受けます。,,,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,全体として、自然な甘さのグレープが再現されています。,,,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,Grape(グレープ)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,シンプルなグレープのミックスを考えてみました。,,,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,・グレープ×キウイフルーツ×パッションフルーツ – グレープの甘さを引き立たせるスッキリ甘いフルーツとのミックス。,taste:sweetness,甘い,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,・グレープ×ライム×ミント – スッキリとグレープを楽しみたい方に向けたミックス。,,,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,いつものグレープミントにライムをちょい足しで味に深みが出ます。,taste:richness,深み,,,False,False,,False,,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,グレープ,グレープミント,グレープ||グレープミント,Grape(グレープ)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,True,True,グレープ is contained in グレープミント
R0054,MALAKI – Amazon(アマゾン),https://cloud-jp.net/malaki-amazon/,MALAKI – Amazon(アマゾン),カルダモン,チェリー,カルダモン||チェリー,癖の少ないグアバやキウイフルーツの甘み、苦味、チェリーのような酸味、メインの印象で、カルダモンのようなスパイシーさも若干感じられます。,taste:acidity|taste:bitterness|taste:spicy,スパイシー|苦味|酸味,,,True,False,,False,,False,False,False,,,,False,False,
R0062,MALAKI – Gum Cinnamon(ガムシナモン),https://cloud-jp.net/malaki-gumcinnamon/,MALAKI – Gum Cinnamon(ガムシナモン),カルダモン,チェリー,カルダモン||チェリー,・ガムシナモン×カルダモン×レバニーズボムシェル – スパイシーでフローラルなカルダモンとウッディな森林の香りを足したミックスです。,experience:aroma|taste:spicy,スパイシー|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0062,MALAKI – Gum Cinnamon(ガムシナモン),https://cloud-jp.net/malaki-gumcinnamon/,MALAKI – Gum Cinnamon(ガムシナモン),カルダモン,チェリー,カルダモン||チェリー,・ガムシナモン×パンドラボックス×チェリー – チェリーの甘酸っぱさを足すことで、アメリカのお菓子のような面白い味わいを実現します。,,,,,False,False,,False,,False,False,True,action,足す,,False,False,
R0073,DOZAJ – Banana(バナナ)レビュー,https://cloud-jp.net/dozaj-banana/,DOZAJ – Banana(バナナ)レビュー,キウイ,ピーチ,キウイ||ピーチ,・バナナ×ピーチ×キウイ×オレンジ – ミックスジュース風のミックス。,,,,,True,True,ピーチ×キウイ,False,,False,False,False,,,,False,False,
R0181,ICE ROCKZ MixedFruits(ミックスフルーツ)レビュー,https://cloud-jp.net/icerockz-mixedfruits/,ICE ROCKZ MixedFruits(ミックスフルーツ)レビュー,キウイ,ピーチ,キウイ||ピーチ,ICE ROCKZ MixedFruits(ミックスフルーツ)は、ミックスフルーツフレーバーなので、アップルやライチ、キウイ、レモン、ピーチなどの幅広いフルーツ系フレーバーとのミックスで力を発揮します。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0041,MALAKI – Double Apple Mint(ダブルアップルミント),https://cloud-jp.net/malaki-doubleapplemint/,MALAKI – Double Apple Mint(ダブルアップルミント),ゴールデンデリシャスアップル,ダブルアップル,ゴールデンデリシャスアップル||ダブルアップル,ダブルアップルミントは爽やかなダブルアップルとミントのミックスフレーバーです。,experience:coolness,爽やか,,,False,False,,False,,False,False,False,,,,False,False,
R0041,MALAKI – Double Apple Mint(ダブルアップルミント),https://cloud-jp.net/malaki-doubleapplemint/,MALAKI – Double Apple Mint(ダブルアップルミント),ゴールデンデリシャスアップル,ダブルアップル,ゴールデンデリシャスアップル||ダブルアップル,ダブルアップルの部分は、アルファーヘル・ドザジ系統のアニスの甘さが蜜のようにガツンとくるタイプというよりは爽やかな香りと甘みがうまく調和した甘さが特徴です。,experience:aroma|experience:balance|experience:coolness|taste:sweetness,爽やか|蜜|調和|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0041,MALAKI – Double Apple Mint(ダブルアップルミント),https://cloud-jp.net/malaki-doubleapplemint/,MALAKI – Double Apple Mint(ダブルアップルミント),ゴールデンデリシャスアップル,ダブルアップル,ゴールデンデリシャスアップル||ダブルアップル,温度を高くするとダブルアップルの甘さは強まりますが、ミントの出方が不安定になる印象です。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0041,MALAKI – Double Apple Mint(ダブルアップルミント),https://cloud-jp.net/malaki-doubleapplemint/,MALAKI – Double Apple Mint(ダブルアップルミント),ゴールデンデリシャスアップル,ダブルアップル,ゴールデンデリシャスアップル||ダブルアップル,シンプルにダブルアップルの香りと清涼感をさらに楽しめるミックスを考えました。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0041,MALAKI – Double Apple Mint(ダブルアップルミント),https://cloud-jp.net/malaki-doubleapplemint/,MALAKI – Double Apple Mint(ダブルアップルミント),ゴールデンデリシャスアップル,ダブルアップル,ゴールデンデリシャスアップル||ダブルアップル,・ダブルアップルミント×バニラ×ゴールデンデリシャスアップル – リンゴのスムージー風に、甘さを活かしつつミントの清涼感でまとめるミックスです。,experience:coolness,清涼感,,,False,False,,False,,False,False,True,action,まとめる,,False,False,
R0065,MALAKI – Double Apple(ダブルアップル),https://cloud-jp.net/malaki-doubleapple/,MALAKI – Double Apple(ダブルアップル),ゴールデンデリシャスアップル,ダブルアップル,ゴールデンデリシャスアップル||ダブルアップル,・ダブルアップル×ゴールデンデリシャスアップル×グアバ – 青リンゴの熟し切っていない甘さとグアバの風味がリコリスの風味をしっかりと引き立てます。,,,,,True,True,ダブルアップル×ゴールデンデリシャスアップル,False,,False,False,False,,,,False,False,
R0066,DOZAJ – Quience(クインス)レビュー,https://cloud-jp.net/dozaj-quience/,DOZAJ – Quience(クインス)レビュー,ジャスミン,ダブルアップル,ジャスミン||ダブルアップル,・クインス×ダブルアップル×ジャスミン – 甘みも華やかさもバッチリと出ます。,,,,,True,True,ダブルアップル×ジャスミン,False,,False,False,False,,,,False,False,
R0162,TROY ANISE(アニス) レビュー,https://cloud-jp.net/troy-anise/,TROY ANISE(アニス) レビュー,ジャスミン,ダブルアップル,ジャスミン||ダブルアップル,TROY Aniseはダブルアップルの主原料として有名なアニスを再現したフレーバーになります。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0162,TROY ANISE(アニス) レビュー,https://cloud-jp.net/troy-anise/,TROY ANISE(アニス) レビュー,ジャスミン,ダブルアップル,ジャスミン||ダブルアップル,味のイメージとしてはDozajのダブルアップルに近いと思います。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0162,TROY ANISE(アニス) レビュー,https://cloud-jp.net/troy-anise/,TROY ANISE(アニス) レビュー,ジャスミン,ダブルアップル,ジャスミン||ダブルアップル,(個人的にはダブルアップルは高火力でも吸えるのですが、アニスに関してはちょっとしんどかったです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0162,TROY ANISE(アニス) レビュー,https://cloud-jp.net/troy-anise/,TROY ANISE(アニス) レビュー,ジャスミン,ダブルアップル,ジャスミン||ダブルアップル,個人的にフローラル系のTrifecta DarkのラベンダーミントやDozaj ジャスミン、Al fakher　ローズあたりが相性いいと思います。,experience:balance,相性,,,False,False,,False,,False,False,False,,,,False,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,ビスケット,ミルク,ビスケット||ミルク,TROY – Banana Milk(バナナミルク)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,ビスケット,ミルク,ビスケット||ミルク,TROY – Banana Milk(バナナミルク)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,ビスケット,ミルク,ビスケット||ミルク,濃厚なバナナの甘い香りに、ミルクのクリーミーな甘味がミックスされたフレーバー。,experience:aroma|taste:richness|taste:sweetness,濃厚|甘い|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,ビスケット,ミルク,ビスケット||ミルク,バナナの甘味と若干の渋みのようなものがとてもよく再現されており、その甘みをミルクで加速させているような印象です。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,ビスケット,ミルク,ビスケット||ミルク,また、ビスケットのような生地感も感じられます。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,ビスケット,ミルク,ビスケット||ミルク,TROY Lemon Biscuitをつかったおすすめのミックスは、フレッシュなレモンの風味を生かしてハニーミルクなどの甘いフレーバーで優しく包み込んだり、,evaluation:positive|taste:sweetness,おすすめ|甘い,,,True,False,,True,おすすめのミックス,True,False,False,,,,False,False,
R0067,DOZAJ – Fig(フィグ)レビュー,https://cloud-jp.net/dozaj-fig/,DOZAJ – Fig(フィグ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,・フィグ×ハニー×ココナッツ – イチジクの甘さとココナッツの甘さがうまくマッチします。,,,,,True,True,ハニー×ココナッツ,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,ジンジャーココナッツは、その名の通り、ジンジャーとココナッツのミックスフレーバーです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,ココナッツの甘みとピリッとしたジンジャーが上手く共存し、喉にしっかりとスパイス感が伝わります。,taste:spicy,スパイス,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,時間の経過とともに、ジンジャーは落ち着き、ココナッツの主張が強くなります。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,ココナッツは、Al Fakherに近いシンプルなココナッツです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,甘みとココナッツの風味がしっかりと感じられます。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,ピリッとしたジンジャーとココナッツの甘みを活かすミックスを考えてみました。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,ハニー,ココナッツ||ハニー,・ジンジャーココナッツ×バニラ×ハニー – 甘さを前面に出しつつ、ピリッとしたジンジャーが後味をまとめてくれます。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,」「シガーリーフとフルーツの相性は？,experience:balance,相性,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,BONCHEは、ロシアのシーシャ市場において「シガー文化とシーシャ文化の融合」を最高レベルで実現したブランドです。,evaluation:positive,最高,,,False,False,,False,,True,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,: 他のダークリーフが力強さを売りにするのに対し、BONCHEは「洗練された、シルキーなシガー感」が最大の特徴です。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,: 吸い始めの20〜30分はフレーバーの香りが際立ち、その後ゆっくりとシガー葉本来の旨味が表に出てくる、奥深い体験を提供します。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,BONCHEの「ライチ」は、フルーツのフレッシュさとシガーの重厚感が完璧に調和した銘柄です。,experience:balance,調和,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,シガーとの調和,experience:balance,調和,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,: ライチ特有のみずみずしい香りが、ベースとなるシガー葉のナッツのような香ばしさやチョコレートのようなコクをより一層引き立てます。,experience:aroma|taste:richness,コク|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,本物のシガーフレーバーの洗練を味わいたいなら、まずはこの「ライチ」から試してみるのが間違いない選択と言えるでしょう。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0004,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,https://cloud-jp.net/bonche-lychee/,【レビュー】BONCHE（ボンチェ）Lycheeライチの評価は？最高級シガーリーフの魅力を徹底解説,シガー,チョコレート,シガー||チョコレート,そんな疑問を持つシーシャ愛好家に向けて、世界中のプロが「究極のシガーフレーバー」の一つとして挙げるBoncheを徹底解説します。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0006,【レビュー】BONCHE（ボンチェ）Baseの評価は？シガーリーフ本来の旨味を徹底解説,https://cloud-jp.net/bonche-base/,【レビュー】BONCHE（ボンチェ）Baseの評価は？シガーリーフ本来の旨味を徹底解説,シガー,チョコレート,シガー||チョコレート,: チョコレートのようなダークな甘み、ナッツのような香ばしさ、そして上質なシガー特有の深みのあるコクが重なり合います。,taste:richness,コク|深み,,,True,False,,False,,False,False,False,,,,False,False,
R0084,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/,TROY – Ice Blueberry(アイスブルーベリー)レビュー,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY – Ice Blueberry(アイスブルーベリー)の特徴,,,,,True,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,True,True,ベリー is contained in ブルーベリー
R0084,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/,TROY – Ice Blueberry(アイスブルーベリー)レビュー,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY – Ice Blueberry(アイスブルーベリー)のおすすめミックス,evaluation:positive,おすすめ,,,True,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,True,True,ベリー is contained in ブルーベリー
R0159,TROY – BLUE GUAVA(ブルーグアバ)レビュー,https://cloud-jp.net/troy-blueguava/,TROY – BLUE GUAVA(ブルーグアバ)レビュー,ブルーベリー,ベリー,ブルーベリー||ベリー,Blue Guavaはブルーベリー系のフレーバーとなります。,,,,,False,False,,False,,False,False,False,,,,True,True,ベリー is contained in ブルーベリー
R0159,TROY – BLUE GUAVA(ブルーグアバ)レビュー,https://cloud-jp.net/troy-blueguava/,TROY – BLUE GUAVA(ブルーグアバ)レビュー,ブルーベリー,ベリー,ブルーベリー||ベリー,香りとしてはすっきりとしたブルーベリーの香りにグァバの甘みが後追いしてくるような味わいです。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,True,True,ベリー is contained in ブルーベリー
R0159,TROY – BLUE GUAVA(ブルーグアバ)レビュー,https://cloud-jp.net/troy-blueguava/,TROY – BLUE GUAVA(ブルーグアバ)レビュー,ブルーベリー,ベリー,ブルーベリー||ベリー,立ち上げ当初はブルーベリーの香りがメインのように感じました。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,True,True,ベリー is contained in ブルーベリー
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,: 香料で味を上書きするのではなく、シガー葉が持つ本来の香りを「補完」し、引き立てる製法が取られています。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,: 吸い始めの20〜30分はフレーバーの香りが際立ち、その後ゆっくりとシガー葉のベースが表に出てくる、時間経過による変化を楽しめます。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,: シガー葉の持つチョコレートのようなダークなコクが、チェリーの酸味やわずかな渋みと重なり、非常に重厚感のある味わいを生み出します。,taste:acidity|taste:richness,コク|酸味,,,False,False,,False,,False,False,False,,,,False,False,
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,特に種（ピット）の感じがしっかりしており、シガーベースとの相性も良い。,evaluation:positive|experience:balance,相性|良い,,,False,False,,False,,True,False,False,,,,False,False,
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,: 単体でも面白いですが、ベリー系やコニャックなどの洋酒系と合わせることで、さらに高級感のあるミックスへと昇華させることができます。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,シガーリーフの深いコクと、芳醇なチェリーの香り。,experience:aroma|taste:richness,コク|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0003,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,https://cloud-jp.net/bonche-cherry/,【レビュー】BONCHE（ボンチェ）Cherry（チェリー）の評価は？シガー葉が引き立てる「種」の芳醇さ,コニャック,シガー,コニャック||シガー,そんな疑問を持つシーシャ愛好家に向けて、世界中のプロが「究極のシガーフレーバー」の一つとして挙げるBoncheを徹底解説します。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0035,MALAKI – Wild(ワイルド),https://cloud-jp.net/malaki-wild/,MALAKI – Wild(ワイルド),コニャック,シガー,コニャック||シガー,全体の味としては、シガー（ソーシャルスモーク）に近く、モッタリ感とスモーキーさの主張が強いです。,experience:heaviness,強い,,,False,False,,False,,False,False,False,,,,False,False,
R0035,MALAKI – Wild(ワイルド),https://cloud-jp.net/malaki-wild/,MALAKI – Wild(ワイルド),コニャック,シガー,コニャック||シガー,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0133,DOZAJ – Coconut(ココナッツ)レビュー,https://cloud-jp.net/dozaj-coconut/,DOZAJ – Coconut(ココナッツ)レビュー,ピーチ,マンゴー,ピーチ||マンゴー,ピーチやマンゴー、グアバあたりも南国感が一気に増して美味しいです。,evaluation:positive,美味しい,,,True,False,,False,,True,False,False,,,,False,False,
R0169,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/,旬-SHUN- MELON,ピーチ,マンゴー,ピーチ||マンゴー,他にもピーチやマンゴーなどのまったりとした甘味が特徴のフレーバーと合わせても非常にマッチした仕上がりになります。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0037,MALAKI – Velvet(ベルベット),https://cloud-jp.net/malaki-velvet/,MALAKI – Velvet(ベルベット),アールグレイ,キャラメル,アールグレイ||キャラメル,甘みが強く、キャラメルとナッツ、そしてミルクの香りを感じられます。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0037,MALAKI – Velvet(ベルベット),https://cloud-jp.net/malaki-velvet/,MALAKI – Velvet(ベルベット),アールグレイ,キャラメル,アールグレイ||キャラメル,最初に感じるのはキャラメルとナッツのもったりとした甘さです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0037,MALAKI – Velvet(ベルベット),https://cloud-jp.net/malaki-velvet/,MALAKI – Velvet(ベルベット),アールグレイ,キャラメル,アールグレイ||キャラメル,・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0069,DOZAJ – Brown Sugar(ブラウンシュガー)レビュー,https://cloud-jp.net/dozaj-brownsugar/,DOZAJ – Brown Sugar(ブラウンシュガー)レビュー,アールグレイ,キャラメル,アールグレイ||キャラメル,アールグレイでも代用可能です。,,,,,False,False,,False,,False,False,False,,,,False,False,
